reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,drivers_reported,decline_value,sample_size,source_sheet,order_raw,family_raw,row_id,continent,x22,notes,x24,row_id_2,pollinator_order_norm,pollinator_family_norm,family_raw_norm,fig_s3_zhong_chu_xian_de_you_xiao_chuan_fen_zhe,x25,x26,x27,x28,x29,x30,order_key,yi,vi,effect_id,study_method_clean,pesticide,habitat,climate,pesticide_z,habitat_z,climate_z
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Nymphalidae,Pararge aegeria,Field,Decline,Climate,-0.3,447,Lepidoptera,Lepidoptera,Nymphalidae,11,Europe,NA,NA,NA,11,lepidoptera,nymphalidae,nymphalidae,Ithomiinae,NA,NA,NA,NA,NA,NA,lep,-0.35667494393873245,0.00223713646532438,226,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Lycaenidae,Celastrina argiolus,Field,Decline,Climate,-0.36,211,Lepidoptera,Lepidoptera,Lycaenidae,12,Europe,NA,NA,NA,12,lepidoptera,lycaenidae,lycaenidae,Lycaenidae,NA,NA,NA,NA,NA,NA,lep,-0.4462871026284195,0.00473933649289099,227,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Pieridae,Leptidea juvernica,Field,Decline,Climate,-0.4300000000000001,227,Lepidoptera,Lepidoptera,Pieridae,10,Europe,NA,NA,NA,13,lepidoptera,pieridae,pieridae,Noctuidae,NA,NA,NA,NA,NA,NA,lep,-0.5621189181535413,0.00440528634361233,228,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Nymphalidae,Inachis io,Field,Decline,Climate,-0.41,421,Lepidoptera,Lepidoptera,Nymphalidae,11,Europe,NA,NA,NA,14,lepidoptera,nymphalidae,nymphalidae,Nymphalidae,NA,NA,NA,NA,NA,NA,lep,-0.527632742082372,0.00237529691211401,229,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Pieridae,Pieris brassicae,Field,Decline,Climate,-0.53,416,Lepidoptera,Lepidoptera,Pieridae,10,Europe,NA,NA,NA,15,lepidoptera,pieridae,pieridae,Papilionidae,NA,NA,NA,NA,NA,NA,lep,-0.7550225842780328,0.00240384615384615,230,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L22,1995,2018,2020,Canade,Ontario – Long Point peninsula (Tip & Breakwater),42.5833,-80.4167,Lepidoptera,Nymphalidae,Danaus plexippus,Historical,Stable,"Multiple, Habitat, Pesticides, Climate",-0.726,24,Lepidoptera,Lepidoptera,Nymphalidae,19,North America,NA,"L22: This study analysed fall migration count data for the Monarch butterfly (Danaus plexippus, Nymphalidae) from multiple Lake Erie shoreline sites in Ontario, Canada.  The paper reports trends as annual rates of change (% per year) from Bayesian log-linear models.  Over the full Long Point time series (1995–2018), migration counts showed a significant decline of −5.25% per year (CI: −8.60, −1.39).   To standardise to the database proportional-change metric, we converted the annual rate r to an overall proportional change across the study period using compound change: Decline\_Value = (1+r)^{T}-1, with r=-0.0525 and T=24 years (1995–2018 inclusive), yielding Decline_Value ≈ −0.726.  Sample_Size was recorded as the number of years in the analysed time series (T = 24).",NA,28,lepidoptera,nymphalidae,nymphalidae,"Chrysopidae (possible error, Neuroptera)这个不是鳞翅目，去看看原文",NA,NA,NA,NA,NA,NA,lep,-1.2946271725940668,0.04166666666666666,231,Historical,0,0.23210975527763367,0.40523273537771015,-2.069363375534003,-0.5907263558335712,-0.625051862007875
L23,1968,1998,2002,UK,Great Britain,55.3781,-3.43599999999999,Lepidoptera,Erebidae,Arctia caja,Historical,Decline,Climate,-0.28,406,Lepidoptera,Lepidoptera,Erebidae,20,Europe,NA,"L23: Data were derived from the Rothamsted Insect Survey standard light-trap network across Great Britain (1968–1998), comprising 406 trapping sites (one trap per site); therefore Sample_Size was recorded as N = 406 sites.    The paper directly reports an abrupt decline in Arctia caja abundance: mean captures fluctuated near 4.2 captures per site until 1983 and then dropped to an average of 3.0 captures per site after 1984, corresponding to a 28% decrease, which was recorded as Decline_Value = −0.28 under the percentage-change convention.    (The study also reports a later decline in occupancy from ~0.60 to ~0.42, ~30%, but this refers to site occupancy rather than mean abundance.)",NA,29,lepidoptera,erebidae,erebidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.3285040669720361,0.00246305418719211,232,Historical,0.7245857337109405,0.1770232304420259,0.37824290025532425,0.22871321692297777,-0.7845388383134254,-0.9426291651530432
L37,2019,1994,2017,UK,"Alun Valley, Glamorgan Brackenlands (Wales)",52.4084,-1.2851,Lepidoptera,Nymphalidae,Argynnis adippe,Field,Increase,NA,4.9300000000000015,54,Lepidoptera,Lepidoptera,Nymphalidae,34,Europe,NA,"L37：This study reports Argynnis adippe abundance changes for four separate landscapes/networks with explicit percentage changes in the Results: Alun Valley +1244% (1994–2017), Dart Valley −49% (1992–2017), Heddon Valley +870% (2002–2017), and Morecambe Bay −92% (1990–2017).  To avoid pseudo-replication in the meta-dataset, these were consolidated into a single study-level entry by converting each percentage to our proportional-change metric (e.g., +1244% → +12.44; −49% → −0.49) and taking the unweighted mean across the four landscapes (Decline_Value = 4.93). Sample_Size (54) was recorded as a coverage proxy by summing the site/network counts referenced for each landscape (1 + 11 + 16 + 26).  The resulting value represents an average across landscapes and includes both increases and declines.",NA,44,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,1.7800242130096344,0.01851851851851851,233,Field,0.9755306394350804,0.6974636943392918,0.42856951338499916,1.0246033193784443,1.0465416045337395,-0.350458446003444
L39,2003,2020,2020,USA,Louisiana sugarcane region,30.8031,-92.4938,Lepidoptera,Crambidae,Diatraea saccharalis,Field,Decline,Pesticides,-0.7,813,Lepidoptera,Lepidoptera,Crambidae,43,North America,NA,The estimated decline rate is inferred from fig2,NA,53,lepidoptera,crambidae,crambidae,NA,NA,NA,NA,NA,NA,NA,lep,-1.203972804325936,0.001230012300123,234,Field,0.6056559721743762,0.16742126880399816,0.5159042945803942,-0.14848121075906195,-0.8183216922381579,0.6771708135692649
L50,1985,2015,2020,USA,"Upper Midwest (ND, SD, MN, IA, WI, MI)",44.10230000000001,-95.0750999999999,Lepidoptera,Hesperiidae,Oarisma poweshiek,Historical + Field (aggregated occurrence records; extensive surveys; ENM),Decline,"Multiple, Habitat, Climate, Pesticides",-0.954,218,Lepidoptera,Lepidoptera,Hesperiidae,56,North America,NA,"L50: Decline_Value was based on the change in the number of occupied sites (sites with occurrence records) reported in Fig. 1 for Oarisma poweshiek. Fig. 1 lists 1985 (n = 218 occupied sites) and 2010 (n = 10 occupied sites).  We calculated proportional change using our percentage-change convention: Decline\_Value = \frac{N_{2010}-N_{1985}}{N_{1985}} = \frac{10-218}{218} = -0.954. Thus, Decline_Value represents a ~95.4% reduction in occupied sites between 1985 and 2010. Sample_Size = 218 corresponds to the baseline number of occupied sites in 1985 (the denominator used to compute the proportional decline). This effect size reflects range/occupancy contraction (site occupancy) rather than a per-capita abundance trend.",NA,70,lepidoptera,hesperiidae,hesperiidae,NA,NA,NA,NA,NA,NA,NA,lep,-3.0791138824930435,0.00458715596330275,235,Historical + Field,0.7602261031232322,0.46892191857552556,0.37482640079909824,0.3417492523875976,0.24245659384709645,-0.9828295842584297
L64,1997,2020,2022,Finland,"Archipelago Sea, Southwest Finland",59.9147,21.8775,Lepidoptera,Papilionidae,Parnassius apollo,Historical + Field,Decline,"Multiple, Habitat, Climate",-0.73,409,Lepidoptera,Lepidoptera,Papilionidae,60,Europe,NA,"L64:DeclineValue was recorded as a proportional change in island occupancy by larvae (site occupancy, not individual abundance).The paper states in the Discussion that occupancy decreased from about 75% of islands in the historical surveys (1997 and 1999–2003) to about 20% of islands in the recent surveys (2019–2020)The paper reports that occupancy decreased from about 75% of islands historically to about 20% in recent years.  Using the database convention, we calculated Decline_Value ≈ (0.20 − 0.75)/0.75 = −0.73 (approx.).Sample_Size was recorded as 409, defined as the total number of surveyed islands (n) across the four endpoint survey years used to represent the historical vs recent comparison: 1997 n=127, 2003 n=74, 2019 n=118, and 2020 n=90 (127+74+118+90=409), as reported in Table 1A.    This Sample_Size is therefore a sampling-effort proxy (surveyed sites) rather than the number of unique islands (some islands may have been revisited across years). The paper also reports that the total dataset comprises 743 site observations across 8 survey years, but we used the summed ‘n’ from the selected comparison years to match the decline definition above.",NA,74,lepidoptera,papilionidae,papilionidae,NA,NA,NA,NA,NA,NA,NA,lep,-1.3093333199837622,0.00244498777506112,236,Historical + Field,0,0.004239020403474569,0.39427448355184036,-2.069363375534003,-1.392450424328846,-0.7539927038568454
L89,1990,1992,2000,Canada,Northern New Brunswick (managed stand; low‚Äìvery light),47.21,-67.48,Lepidoptera,Tortricidae,Zeiraphera canadensis,Field,Increase,NA,0.16,4,Lepidoptera,Lepidoptera,Tortricidae,62,North America,NA,L89: Unmanaged stand (Fig.3): Egg log density digitised (WebPlotDigitizer) at 1989 and 1992; Decline_Value computed as exp(Δlog)-1 using Start=1989 and End=1992 (approx. increase). Sample_Size=4 years (1989–1992).,NA,76,lepidoptera,tortricidae,tortricidae,NA,NA,NA,NA,NA,NA,NA,lep,0.14842000511827322,0.25,237,Field,0.08471075001773655,0.05841404733395249,0.3362766962280907,-1.8006970429135272,-1.2018448907769845,-1.4364266943996975
L89,1988,1992,2000,Canada,Northern New Brunswick (managed stand; high‚Äìsevere),47.4,-67.6699999999999,Lepidoptera,Tortricidae,Zeiraphera canadensis,Field,Decline,Habitat,-0.98,5,Lepidoptera,Lepidoptera,Tortricidae,65,North America,NA,L89: Managed high-severe stand (Fig.1): Egg log density digitised (WebPlotDigitizer) at 1988 and 1992; Decline_Value computed as exp(Δlog)-1 using Start=1988 and End=1992 (approx. 98% decline). Sample_Size=5 years (1988–1992).,NA,79,lepidoptera,tortricidae,tortricidae,NA,NA,NA,NA,NA,NA,NA,lep,-3.912023005428145,0.2,238,Field,0.5593560567465118,0.03009942290681842,0.3364292448856799,-0.29532477519495726,-1.3014650368487208,-1.4346317226610446
L89,1990,1992,2000,Canada,Northern New Brunswick (managed stand; low‚Äìold),47.37,-67.69,Lepidoptera,Tortricidae,Zeiraphera canadensis,Field,Stable,NA,0.05,4,Lepidoptera,Lepidoptera,Tortricidae,66,North America,NA,L89: Managed low-light stand (Fig.2): Egg log density digitised (WebPlotDigitizer) at 1989 and 1992; Decline_Value computed as exp(Δlog)-1 using Start=1989 and End=1992 (near-stable). Sample_Size=4 years (1989–1992).,NA,80,lepidoptera,tortricidae,tortricidae,NA,NA,NA,NA,NA,NA,NA,lep,0.04879016416943205,0.25,239,Field,0.7406593270577733,0.024074241380401463,0.3373518641971502,0.27969179255384236,-1.322663603875984,-1.423775674395549
L122,1994,2017,2018,USA,"Cross Creek, Alachua County, North-central Florida",29.5297,-82.198,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,"Multiple, Habitat, Pesticides",-0.88,865,Lepidoptera,Lepidoptera,Nymphalidae,69,North America,NA,"L122: Decline_Value (−0.88) was extracted directly from the Results, where the authors report a highly significant decrease in adult monarch abundance (adults per hour) over 2005–2017, quantified as an 88% decline by linear regression.    Sample_Size (865) was recorded as the total number of adult individuals observed/captured in the survey dataset (sampling-effort proxy), as stated in the figure caption (‘based on observations of a total of 865 adults’).    Sample_Size therefore reflects the cumulative number of individuals contributing to the monitoring record, rather than the number of annual data points used in the regression",NA,83,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,-2.120263536200091,0.00115606936416184,240,Field,0.7361621743281569,0.13002203104925691,0.529711541800318,0.2654287441113812,-0.9499044910030442,0.839634508366908
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria selene,Field,Decline,"Multiple, Habitat, Climate",0.109,356,Lepidoptera,Lepidoptera,Nymphalidae,70,Europe,NA,"L138: Decline_Value was calculated from Supplementary Table S1 using the open-population Jolly–Seber (JS) estimates of total population size for each species. Specifically, we used the JS ‘Population estimate (total)’ for 2016 and 2017 and computed proportional change as:Decline\_Value = \frac{N_{2017}-N_{2016}}{N_{2016}}, (where positive values indicate an increase). Sample_Size was recorded as an individual-based sampling-effort proxy, defined as the sum of ‘Number marked (total)’ across 2016 and 2017 (i.e., the total number of uniquely marked individuals contributing to the MRR estimates in Table S1). All values were extracted directly from Table S1.",NA,84,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.10345870836822996,0.00280898876404494,241,Field,0.7851166966034585,0.5708753159375619,0.40408903757799874,0.4206915881086171,0.6011621229934654,-0.6385092418398902
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria euphrosyne,Field,Decline,"Multiple, Habitat, Climate",0.33799999999999997,131,Lepidoptera,Lepidoptera,Nymphalidae,71,Europe,NA,NA,NA,85,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.29117596170603677,0.00763358778625954,242,Field,0.7851166966034585,0.5708753159375619,0.40408903757799874,0.4206915881086171,0.6011621229934654,-0.6385092418398902
L157,1972,2014,2016,USA,"Northern California elevational transect (10 sites: Suisun Marsh, Gates Canyon, West Sacramento, North Sacramento, Rancho Cordova, Washington, Lang Crossing, Castle Peak, Donner Pass, Sierra Valley); plus CA coastal overwintering counties (Marin, Monterey, San Luis Obispo, San Diego, Santa Barbara, Santa Cruz).",39.808,-121.2271,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,Habitat,-0.45,10,Lepidoptera,Lepidoptera,Nymphalidae,79,North America,NA,"L157: Decline_Value was standardised from the study’s across-site temporal trend reported for western monarch day-positives (presence/absence) on the Northern California elevational transect. The paper reports an across-site year coefficient of −0.6 on the log-odds scale (i.e., a log odds ratio), and explicitly gives the corresponding odds ratio = 0.55 per year after exponentiation.    To express this result in the database proportional-change convention, we converted the log-odds coefficient to a proportional change as Decline_Value = exp(−0.6) − 1 = −0.45, which represents an ~45% per-year decrease in the odds of observing monarchs (not a cumulative multi-decade percent decline). Sample_Size was recorded as 10 monitoring sites comprising the focal elevational transect used for the long-term summer-breeding monitoring dataset.",NA,93,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.5978370007556204,0.1,243,Field,0,0.022763435581561013,0.45452193728542667,-2.069363375534003,-1.3272754490900434,-0.04508789612772492
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris teleius,Field,Decline (projected),"Multiple, Habitat, Urbanization",-0.193,6122,Lepidoptera,Lepidoptera,Lycaenidae,104,Europe,NA,"L295:Decline_Value was derived from Table 4 using Scenario B (metapopulation including all 13 habitat patches on both river banks). For each species, we used the four annual % decline values reported for 2011, 2013, 2014, and 2015 (Scenario B) and calculated a single study-level effect size as their arithmetic mean; the mean % decline was then converted to the database proportional-change convention (e.g., 19.3% → −0.193).    Sample_Size was recorded as the total number of captured individuals (n) summed across all patches and all four survey years from the patch-by-year capture tables (Table 2 for P. teleius; Table 3 for P. nausithous), representing the cumulative number of observed/captured individuals contributing to the monitoring dataset.”",NA,120,lepidoptera,lycaenidae,lycaenidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.21443161071218833,1.633453119895459e-4,244,Field,1,0.5626008824201523,0.4618378662261974,1.102209684133432,0.5720499489017163,0.04099536345782913
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris nausithous,Field,Decline (projected),"Multiple, Habitat, Urbanization",-0.14600000000000002,1627,Lepidoptera,Lepidoptera,Lycaenidae,105,Europe,NA,NA,NA,121,lepidoptera,lycaenidae,lycaenidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.15782408519356722,6.146281499692685e-4,245,Field,1,0.5626008824201523,0.4618378662261974,1.102209684133432,0.5720499489017163,0.04099536345782913
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Lycaenidae,Callophrys augustinus,Field,Increase,NA,0.225,82,Lepidoptera,Lepidoptera,Lycaenidae,106,North America,NA,NA,NA,122,lepidoptera,lycaenidae,lycaenidae,NA,NA,NA,NA,NA,NA,NA,lep,0.2029408439966904,0.01219512195121951,246,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Boloria freija,Field,Increase,NA,0.15800000000000006,79,Lepidoptera,Lepidoptera,Nymphalidae,107,North America,NA,"L304: Values recorded in the Decline_Value column correspond to the Spearman rank correlation coefficient (r) reported in Table 4 of the study, which quantifies the direction and strength of monotonic temporal trends in butterfly abundance versus year over the 12-year monitoring period. Positive r indicates increasing abundance through time, negative r indicates decreasing abundance, and the magnitude of |r| reflects how consistently abundance changes with year (non-parametric trend metric). Sample_Size corresponds to N in Table 4, i.e., the number of abundance–year observations (site-year time-series points) used to compute the Spearman correlation for the specified species and subregion/bog-type stratum.",NA,123,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.14669437915080363,0.01265822784810126,247,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Erebia discoidalis,Field,Increase,NA,0.037,71,Lepidoptera,Lepidoptera,Nymphalidae,108,North America,NA,NA,NA,124,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.0363319292473902,0.01408450704225352,248,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Boloria frigga,Field,Stable,NA,0.048,46,Lepidoptera,Lepidoptera,Nymphalidae,109,North America,NA,NA,NA,125,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.04688358589885046,0.0217391304347826,249,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Oeneis jutta,Field,Stable,NA,0.066,76,Lepidoptera,Lepidoptera,Nymphalidae,110,North America,NA,NA,NA,126,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.06391332574365285,0.0131578947368421,250,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Boloria eunomia,Field,Stable,NA,0.064,50,Lepidoptera,Lepidoptera,Nymphalidae,111,North America,NA,NA,NA,127,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,0.0620353909194527,0.02,251,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Coenonympha tullia,Field,Decline,"Multiple, Habitat, Climate",-0.367,94,Lepidoptera,Lepidoptera,Nymphalidae,112,North America,NA,NA,NA,128,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.4572848568379608,0.01063829787234042,252,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Lycaenidae,Lycaena dorcas,Field,Increase,NA,0.11799999999999998,94,Lepidoptera,Lepidoptera,Lycaenidae,113,North America,NA,NA,NA,129,lepidoptera,lycaenidae,lycaenidae,NA,NA,NA,NA,NA,NA,NA,lep,0.11154137473290732,0.01063829787234042,253,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Lycaenidae,Lycaena epixanthe,Field,Decline,"Multiple, Habitat, Climate",-0.223,97,Lepidoptera,Lepidoptera,Lycaenidae,114,North America,NA,NA,NA,130,lepidoptera,lycaenidae,lycaenidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.25231492861448956,0.01030927835051546,254,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095000000000006,-90.3849999999999,Lepidoptera,Nymphalidae,Boloria montinus,Field,Decline,"Multiple, Habitat, Climate",-0.351,88,Lepidoptera,Lepidoptera,Nymphalidae,115,North America,NA,NA,NA,131,lepidoptera,nymphalidae,nymphalidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.43232256227804705,0.01136363636363636,255,Field,0.6116799379535784,0.035098665161890405,0.33392928859552984,-0.12937576318138544,-1.283876061053548,-1.4640475887827367
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Anicla infecta,Field,Decline,Climate,-0.895,459,Lepidoptera,Lepidoptera,Noctuidae,116,South America,NA,"L494: Sample_Size was recorded as the total number of individuals collected for each species across the full study period (2013/2014–2016/2017), as reported in the Abstract (A. infecta n=459; E. agrotina n=1809; S. frugiperda n=2451).     Decline_Value was calculated from Table 1 as the proportional change in total abundance between the first and last crop seasons (CS1 vs CS4), using the database convention: Decline_Value = (CS4 − CS1) / CS1.  CS-specific totals were taken directly from Table 1 (CS1 and CS4 columns), yielding −0.895 (296→31) for A. infecta, −0.964 (1516→55) for E. agrotina, and −0.920 (1337→107) for S. frugiperda",NA,132,lepidoptera,noctuidae,noctuidae,NA,NA,NA,NA,NA,NA,NA,lep,-2.2537949288246137,0.00217864923747276,256,Field,0.9975971648190634,0.4513072449484576,0.5660967485101933,1.0945889168067522,0.18048238810580963,1.2677629414938538
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Elaphria agrotina,Field,Decline,Climate,-0.964,1809,Lepidoptera,Lepidoptera,Noctuidae,117,South America,NA,NA,NA,133,lepidoptera,noctuidae,noctuidae,NA,NA,NA,NA,NA,NA,NA,lep,-3.324236340526026,5.52791597567717e-4,257,Field,0.9975971648190634,0.4513072449484576,0.5660967485101933,1.0945889168067522,0.18048238810580963,1.2677629414938538
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Spodoptera frugiperda,Field,Decline,Climate,-0.92,2451,Lepidoptera,Lepidoptera,Noctuidae,118,South America,NA,NA,NA,134,lepidoptera,noctuidae,noctuidae,NA,NA,NA,NA,NA,NA,NA,lep,-2.525728644308256,4.079967360261118e-4,258,Field,0.9975971648190634,0.4513072449484576,0.5660967485101933,1.0945889168067522,0.18048238810580963,1.2677629414938538
L818,1992,2015,2017,Australia,Northern New South Wales ,-30.1755,149.6044,Lepidoptera,Noctuidae,Helicoverpa punctigera,Field,Decline,"Multiple, Habitat, Climate",-0.611,248,Lepidoptera,Lepidoptera,Noctuidae,123,Oceania,NA,"L818: Decline_Value was derived from the multiple regression reported in Table 3 for 1st-generation Helicoverpa punctigera (mostly spring migrants). Trap catches were analysed on a log(x+1) scale, and the fitted ‘Year’ coefficient for the 1st generation was β = −0.041.  To express this trend as a study-period proportional change under the database convention, we converted the log-scale coefficient to a cumulative proportional change over the monitoring duration (1992–2015; 23 years) using: Decline\_Value = \exp(\beta \times 23) – 1. which gives \exp(-0.041\times 23)-1 \approx -0.611 (≈61.1% decline over the study period). Sample_Size was recorded as the number of observations used in the 1st-generation regression, inferred from Table 3 total df (247), hence N = 248",NA,139,lepidoptera,noctuidae,noctuidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.9441759353636908,0.00403225806451612,259,Field,0.6351162460164241,0.3791899903454906,0.6554926026649474,-0.05504579991119737,-0.07324979387416312,2.3196439235780413
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Butterflies (multiple spp.),Field,Decline,"Multiple, Urbanization, Climate",-0.8400000000000001,4413,Lepidoptera,Lepidoptera,Multiple,126,Europe,NA,"L1254: Study-level records are community/assemblage outcomes (not single-species trends). Sample_Size was recorded as the total number of individuals observed/captured during the standardized surveys: 4,413 butterfly observations and 3,067 macro-moth individuals (Methods, species sampling).  Decline_Value was taken directly from the Results describing the modelled change in abundance along the urbanization gradient: when contrasting sites differing by 25% built-up cover (BUC) at the best-fitting spatial scale, abundance was estimated to decline by −84% for butterflies and −89% for macro-moths, recorded as proportional changes (−0.84 and −0.89, respectively).    This effect represents a regression-based urbanization contrast, not a temporal (year-to-year) population trend.",NA,143,lepidoptera,multiple,multiple,NA,NA,NA,NA,NA,NA,NA,lep,-1.8325814637483109,2.2660321776569228e-4,260,Field,0.952000426395913,0.702429186149072,0.44962575112861164,0.9499755296151854,1.0640118351801429,-0.10269912599731178
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Macro-moths (multiple spp.),Field,Decline,"Multiple, Urbanization, Climate",-0.89,3067,Lepidoptera,Lepidoptera,Multiple,127,Europe,NA,NA,NA,144,lepidoptera,multiple,multiple,NA,NA,NA,NA,NA,NA,NA,lep,-2.207274913189721,3.2605151613955004e-4,261,Field,0.952000426395913,0.702429186149072,0.44962575112861164,0.9499755296151854,1.0640118351801429,-0.10269912599731178
